Target	Single_Phone	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
bit	k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	t	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444
bit	u	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	^	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444
bl^d	a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	b	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444	0.4276745	0.42339775	0.41916376	0.41497213	0.41082242	0.4067142	0.40264705	0.39862058	0.39463437	0.39068803	0.38678116	0.38291335	0.37908423	0.3752934	0.3715405	0.3678251	0.36414683	0.36050537	0.35690033	0.35333133
bl^d	d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668
bl^d	g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444	0.4276745	0.42339775	0.41916376	0.41497213	0.41082242	0.4067142	0.40264705	0.39862058	0.39463437	0.39068803
bl^d	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	t	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bl^d	u	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	^	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444
blak	b	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444	0.4276745	0.42339775	0.41916376	0.41497213	0.41082242	0.4067142	0.40264705	0.39862058	0.39463437	0.39068803	0.38678116	0.38291335	0.37908423	0.3752934	0.3715405	0.3678251	0.36414683	0.36050537	0.35690033	0.35333133
blak	d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blak	k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668
blak	l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.18900001	0.26821	0.3387069	0.40144914	0.45728973	0.50698787	0.5512192	0.5905851	0.6256208	0.65680254	0.6845543	0.7092533	0.73123544	0.75079954	0.7682116	0.7837084	0.7975005	0.7895255	0.7816303	0.77381396	0.76607585	0.7584151	0.75083095	0.7433227	0.73588943	0.7285305	0.7212452	0.71403277	0.70689243	0.6998235	0.69282526	0.685897	0.67903805	0.67224765	0.6655252	0.65887	0.6522813	0.64575845	0.6393009	0.63290787	0.6265788	0.62031305	0.61410993	0.60796887	0.6018892	0.5958703	0.58991164	0.5840125	0.5781724	0.5723907	0.5666668	0.5610001	0.5553901	0.5498362	0.54433787	0.5388945	0.53350556	0.5281705	0.52288884	0.51765996	0.51248336	0.50735855	0.50228494	0.4972621	0.49228948	0.4873666	0.48249292	0.477668	0.4728913	0.4681624	0.46348077	0.45884597	0.45425752	0.44971496	0.44521782	0.44076565	0.436358	0.43199444	0.4276745	0.42339775	0.41916376	0.41497213	0.41082242	0.4067142	0.40264705	0.39862058	0.39463437	0.39068803
